new_clipi-j,event_order,id,score,event_type
clip22-10,22,2,0.136,all_activity
clip22-1,22,3,0.136,all_activity
clip22-2,22,3,0.036,all_activity
clip22-3,22,3,0.136,all_activity
clip22-4,22,3,0.303,all_activity
clip22-5,22,3,0.036,all_activity
clip22-6,22,3,0.136,all_activity
clip22-7,22,3,0.136,all_activity
clip22-8,22,3,0.036,all_activity
clip22-9,22,3,0.036,all_activity
clip22-10,22,3,0.136,all_activity
clip22-1,22,4,0.154,all_activity
clip22-2,22,4,0.036,all_activity
clip22-3,22,4,0.036,all_activity
clip22-4,22,4,0.126,all_activity
clip22-5,22,4,0.036,all_activity
clip22-6,22,4,0.136,all_activity
clip22-7,22,4,0.225,all_activity
clip22-8,22,4,0.136,all_activity
clip22-9,22,4,0.136,all_activity
clip22-10,22,4,0.225,all_activity
clip23-1,23,0,0.551,single_activity
clip23-2,23,0,0.396,single_activity
clip23-3,23,0,0.265,single_activity
clip23-4,23,0,0.136,single_activity
clip23-5,23,0,0.194,single_activity
clip23-6,23,0,0.303,single_activity
clip23-7,23,0,0.307,single_activity
clip23-8,23,0,0.136,single_activity
clip23-9,23,0,0.136,single_activity
clip23-10,23,0,0.136,single_activity
clip23-1,23,1,0.136,single_activity
clip23-2,23,1,0.214,single_activity
clip23-3,23,1,0.036,single_activity
clip23-4,23,1,0.136,single_activity
clip23-5,23,1,0.036,single_activity
clip23-6,23,1,0.036,single_activity
clip23-7,23,1,0.136,single_activity
clip23-8,23,1,0.115,single_activity
clip23-9,23,1,0.036,single_activity
clip23-10,23,1,0.115,single_activity
clip23-1,23,2,0.225,single_activity
clip23-2,23,2,0.136,single_activity
clip23-3,23,2,0.036,single_activity
clip23-4,23,2,0.305,single_activity
clip23-5,23,2,0.036,single_activity
clip23-6,23,2,0.136,single_activity
clip23-7,23,2,0.136,single_activity
clip23-8,23,2,0.323,single_activity
clip23-9,23,2,0.281,single_activity
clip23-10,23,2,0.383,single_activity
clip23-1,23,3,0.136,single_activity
clip23-2,23,3,0.136,single_activity
clip23-3,23,3,0.136,single_activity
clip23-4,23,3,0.136,single_activity
clip23-5,23,3,0.136,single_activity
clip23-6,23,3,0.036,single_activity
clip23-7,23,3,0.225,single_activity
clip23-8,23,3,0.036,single_activity
clip23-9,23,3,0.036,single_activity
clip23-10,23,3,0.036,single_activity
clip23-1,23,4,0.136,single_activity
clip23-2,23,4,0.225,single_activity
clip23-3,23,4,0.175,single_activity
clip23-4,23,4,0.136,single_activity
clip23-5,23,4,0.036,single_activity
clip23-6,23,4,0.036,single_activity
clip23-7,23,4,0.136,single_activity
clip23-8,23,4,0.225,single_activity
clip23-9,23,4,0.036,single_activity
clip23-10,23,4,0.036,single_activity
clip24-1,24,0,0.178,all_question
clip24-2,24,0,0.434,all_question
clip24-3,24,0,0.531,all_question
clip24-4,24,0,0.369,all_question
clip24-5,24,0,0.159,all_question
clip24-6,24,0,0.136,all_question
clip24-7,24,0,0.455,all_question
clip24-8,24,0,0.388,all_question
clip24-9,24,0,0.16,all_question
clip24-1,24,1,0.136,all_question
clip24-2,24,1,0.136,all_question
clip24-3,24,1,0.136,all_question
clip24-4,24,1,0.136,all_question
clip24-5,24,1,0.036,all_question
clip24-6,24,1,0.313,all_question
clip24-7,24,1,0.136,all_question
clip24-8,24,1,0.214,all_question
clip24-9,24,1,0.136,all_question
clip24-1,24,2,0.036,all_question
clip24-2,24,2,0.136,all_question
clip24-3,24,2,0.136,all_question
clip24-4,24,2,0.136,all_question
clip24-5,24,2,0.036,all_question
clip24-6,24,2,0.136,all_question
clip24-7,24,2,0.136,all_question
clip24-8,24,2,0.136,all_question
clip24-9,24,2,0.136,all_question
clip24-1,24,3,0.036,all_question
clip24-2,24,3,0.136,all_question
clip24-3,24,3,0.136,all_question
clip24-4,24,3,0.136,all_question
clip24-5,24,3,0.036,all_question
clip24-6,24,3,0.136,all_question
clip24-7,24,3,0.136,all_question
clip24-8,24,3,0.136,all_question
clip24-9,24,3,0.136,all_question
clip24-1,24,4,0.036,all_question
clip24-2,24,4,0.136,all_question
clip24-3,24,4,0.136,all_question
clip24-4,24,4,0.036,all_question
clip24-5,24,4,0.036,all_question
clip24-6,24,4,0.036,all_question
clip24-7,24,4,0.036,all_question
clip24-8,24,4,0.136,all_question
clip24-9,24,4,0.136,all_question
clip25-1,25,0,0.326,all_activity
clip25-2,25,0,0.447,all_activity
clip25-3,25,0,0.453,all_activity
clip25-4,25,0,0.136,all_activity
clip25-5,25,0,0.036,all_activity
clip25-6,25,0,0.31,all_activity
clip25-7,25,0,0.244,all_activity
clip25-8,25,0,0.443,all_activity
clip25-1,25,1,0.214,all_activity
clip25-2,25,1,0.214,all_activity
clip25-3,25,1,0.115,all_activity
clip25-4,25,1,0.316,all_activity
clip25-5,25,1,0.273,all_activity
clip25-6,25,1,0.214,all_activity
clip25-7,25,1,0.126,all_activity
clip25-8,25,1,0.036,all_activity
clip25-1,25,2,0.214,all_activity
clip25-2,25,2,0.136,all_activity
clip25-3,25,2,0.136,all_activity
clip25-4,25,2,0.136,all_activity
clip25-5,25,2,0.136,all_activity
clip25-6,25,2,0.136,all_activity
clip25-7,25,2,0.136,all_activity
clip25-8,25,2,0.136,all_activity
clip25-1,25,3,0.136,all_activity
clip25-2,25,3,0.225,all_activity
clip25-3,25,3,0.136,all_activity
clip25-4,25,3,0.136,all_activity
clip25-5,25,3,0.136,all_activity
clip25-6,25,3,0.136,all_activity
clip25-7,25,3,0.136,all_activity
clip25-8,25,3,0.036,all_activity
clip25-1,25,4,0.136,all_activity
clip25-2,25,4,0.136,all_activity
clip25-3,25,4,0.136,all_activity
clip25-4,25,4,0.136,all_activity
clip25-5,25,4,0.136,all_activity
clip25-6,25,4,0.036,all_activity
clip25-7,25,4,0.303,all_activity
clip25-8,25,4,0.036,all_activity
clip26-1,26,0,0.452,all_question
clip26-2,26,0,0.136,all_question
clip26-3,26,0,0.136,all_question
clip26-4,26,0,0.489,all_question
clip26-1,26,1,0.136,all_question
clip26-2,26,1,0.136,all_question
clip26-3,26,1,0.265,all_question
clip26-4,26,1,0.136,all_question
clip26-1,26,2,0.136,all_question
clip26-2,26,2,0.136,all_question
clip26-3,26,2,0.136,all_question
clip26-4,26,2,0.136,all_question
clip26-1,26,3,0.136,all_question
clip26-2,26,3,0.276,all_question
clip26-3,26,3,0.136,all_question
clip26-4,26,3,0.036,all_question
clip26-1,26,4,0.225,all_question
clip26-2,26,4,0.036,all_question
clip26-3,26,4,0.136,all_question
clip26-4,26,4,0.136,all_question
clip27-1,27,0,0.507,none
clip27-2,27,0,0.384,none
clip27-3,27,0,0.316,none
clip27-4,27,0,0.518,none
clip27-1,27,1,0.136,none
clip27-2,27,1,0.136,none
clip27-3,27,1,0.136,none
clip27-4,27,1,0.136,none
clip27-1,27,2,0.136,none
clip27-2,27,2,0.136,none
clip27-3,27,2,0.214,none
clip27-4,27,2,0.214,none
clip27-1,27,3,0.136,none
clip27-2,27,3,0.126,none
clip27-3,27,3,0.136,none
clip27-4,27,3,0.225,none
clip27-1,27,4,0.136,none
clip27-2,27,4,0.136,none
clip27-3,27,4,0.136,none
clip27-4,27,4,0.214,none
clip28-1,28,0,0.296,all_activity
clip28-2,28,0,0.362,all_activity
clip28-3,28,0,0.449,all_activity
clip28-4,28,0,0.494,all_activity
clip28-5,28,0,0.136,all_activity
clip28-6,28,0,0.304,all_activity
clip28-7,28,0,0.307,all_activity
clip28-1,28,1,0.136,all_activity
clip28-2,28,1,0.225,all_activity
clip28-3,28,1,0.136,all_activity
clip28-4,28,1,0.303,all_activity
clip28-5,28,1,0.295,all_activity
clip28-6,28,1,0.136,all_activity
clip28-7,28,1,0.036,all_activity
clip28-1,28,2,0.136,all_activity
clip28-2,28,2,0.214,all_activity
clip28-3,28,2,0.136,all_activity
clip28-4,28,2,0.136,all_activity
clip28-5,28,2,0.225,all_activity
clip28-6,28,2,0.136,all_activity
clip28-7,28,2,0.136,all_activity
clip28-1,28,3,0.136,all_activity
clip28-2,28,3,0.136,all_activity
clip28-3,28,3,0.225,all_activity
clip28-4,28,3,0.136,all_activity
clip28-5,28,3,0.136,all_activity
clip28-6,28,3,0.036,all_activity
clip28-7,28,3,0.036,all_activity
clip28-1,28,4,0.136,all_activity
clip28-2,28,4,0.136,all_activity
clip28-3,28,4,0.225,all_activity
clip28-4,28,4,0.036,all_activity
clip28-5,28,4,0.036,all_activity
clip28-6,28,4,0.036,all_activity
clip28-7,28,4,0.036,all_activity
clip29-1,29,0,0.426,all_activity
clip29-2,29,0,0.298,all_activity
clip29-3,29,0,0.199,all_activity
clip29-4,29,0,0.236,all_activity
clip29-5,29,0,0.28,all_activity
clip29-6,29,0,0.136,all_activity
clip29-7,29,0,0.036,all_activity
clip29-8,29,0,0.443,all_activity
clip29-9,29,0,0.364,all_activity
clip29-1,29,1,0.214,all_activity
clip29-2,29,1,0.036,all_activity
clip29-3,29,1,0.036,all_activity
clip29-4,29,1,0.036,all_activity
clip29-5,29,1,0.136,all_activity
clip29-6,29,1,0.206,all_activity
clip29-7,29,1,0.036,all_activity
clip29-8,29,1,0.036,all_activity
clip29-9,29,1,0.036,all_activity
clip29-1,29,2,0.303,all_activity
clip29-2,29,2,0.136,all_activity
clip29-3,29,2,0.036,all_activity
clip29-4,29,2,0.136,all_activity
clip29-5,29,2,0.136,all_activity
clip29-6,29,2,0.136,all_activity
clip29-7,29,2,0.136,all_activity
clip29-8,29,2,0.136,all_activity
clip29-9,29,2,0.136,all_activity
clip29-1,29,3,0.136,all_activity
clip29-2,29,3,0.225,all_activity
clip29-3,29,3,0.036,all_activity
clip29-4,29,3,0.136,all_activity
clip29-5,29,3,0.214,all_activity
clip29-6,29,3,0.136,all_activity
clip29-7,29,3,0.036,all_activity
clip29-8,29,3,0.136,all_activity
clip29-9,29,3,0.126,all_activity
clip29-1,29,4,0.115,all_activity
clip29-2,29,4,0.036,all_activity
clip29-3,29,4,0.036,all_activity
clip29-4,29,4,0.136,all_activity
clip29-5,29,4,0.036,all_activity
clip29-6,29,4,0.136,all_activity
clip29-7,29,4,0.255,all_activity
clip29-8,29,4,0.225,all_activity
clip29-9,29,4,0.165,all_activity
clip30-1,30,0,0.292,all_question
clip30-2,30,0,0.153,all_question
clip30-3,30,0,0.136,all_question
clip30-4,30,0,0.136,all_question
clip30-5,30,0,0.454,all_question
clip30-6,30,0,0.156,all_question
clip30-7,30,0,0.149,all_question
clip30-1,30,1,0.136,all_question
clip30-2,30,1,0.036,all_question
clip30-3,30,1,0.036,all_question
clip30-4,30,1,0.036,all_question
clip30-5,30,1,0.136,all_question
clip30-6,30,1,0.036,all_question
clip30-7,30,1,0.036,all_question
clip30-1,30,2,0.136,all_question
clip30-2,30,2,0.036,all_question
clip30-3,30,2,0.157,all_question
clip30-4,30,2,0.136,all_question
clip30-5,30,2,0.136,all_question
clip30-6,30,2,0.036,all_question
clip30-7,30,2,0.036,all_question
clip30-1,30,3,0.036,all_question
clip30-2,30,3,0.036,all_question
clip30-3,30,3,0.036,all_question
clip30-4,30,3,0.402,all_question
clip30-5,30,3,0.136,all_question
clip30-6,30,3,0.036,all_question
clip30-7,30,3,0.036,all_question
clip30-1,30,4,0.036,all_question
clip30-2,30,4,0.036,all_question
clip30-3,30,4,0.036,all_question
clip30-4,30,4,0.136,all_question
clip30-5,30,4,0.136,all_question
clip30-6,30,4,0.036,all_question
clip30-7,30,4,0.036,all_question
clip31-1,31,0,0.403,all_activity
clip31-2,31,0,0.036,all_activity
clip31-3,31,0,0.036,all_activity
clip31-4,31,0,0.036,all_activity
clip31-5,31,0,0.4,all_activity
clip31-6,31,0,0.136,all_activity
clip31-7,31,0,0.036,all_activity
clip31-8,31,0,0.169,all_activity
clip31-1,31,3,0.136,all_activity
clip31-2,31,3,0.036,all_activity
clip31-3,31,3,0.036,all_activity
clip31-4,31,3,0.036,all_activity
clip31-5,31,3,0.225,all_activity
clip31-6,31,3,0.136,all_activity
clip31-7,31,3,0.036,all_activity
clip31-8,31,3,0.036,all_activity
clip31-1,31,4,0.136,all_activity
clip31-2,31,4,0.193,all_activity
clip31-3,31,4,0.24,all_activity
clip31-4,31,4,0.036,all_activity
clip31-5,31,4,0.136,all_activity
clip31-6,31,4,0.171,all_activity
clip31-7,31,4,0.036,all_activity
clip31-8,31,4,0.036,all_activity
clip32-1,32,0,0.224,none
clip32-2,32,0,0.136,none
clip32-3,32,0,0.136,none
clip32-4,32,0,0.136,none
clip32-5,32,0,0.301,none
clip32-6,32,0,0.32,none
clip32-1,32,1,0.036,none
clip32-2,32,1,0.136,none
clip32-3,32,1,0.036,none
clip32-4,32,1,0.115,none
clip32-5,32,1,0.036,none
clip32-6,32,1,0.204,none
clip32-1,32,3,0.036,none
clip32-2,32,3,0.036,none
clip32-3,32,3,0.036,none
clip32-4,32,3,0.036,none
clip32-5,32,3,0.136,none
clip32-6,32,3,0.136,none
clip32-1,32,4,0.036,none
clip32-2,32,4,0.036,none
clip32-3,32,4,0.036,none
clip32-4,32,4,0.036,none
clip32-5,32,4,0.036,none
clip32-6,32,4,0.225,none
clip32-1,32,5,0.136,none
clip32-2,32,5,0.24,none
clip32-3,32,5,0.156,none
clip32-4,32,5,0.146,none
clip32-5,32,5,0.136,none
clip32-6,32,5,0.136,none
clip33-1,33,0,0.341,single_question
clip33-2,33,0,0.337,single_question
clip33-3,33,0,0.264,single_question
clip33-4,33,0,0.257,single_question
clip33-5,33,0,0.471,single_question
clip33-6,33,0,0.317,single_question
clip33-7,33,0,0.136,single_question
clip33-8,33,0,0.304,single_question
clip33-9,33,0,0.296,single_question
clip33-10,33,0,0.136,single_question
clip33-11,33,0,0.036,single_question
clip33-12,33,0,0.284,single_question
clip33-13,33,0,0.136,single_question
clip33-1,33,1,0.136,single_question
clip33-2,33,1,0.115,single_question
clip33-3,33,1,0.407,single_question
clip33-4,33,1,0.036,single_question
clip33-5,33,1,0.136,single_question
clip33-6,33,1,0.225,single_question
clip33-7,33,1,0.523,single_question
clip33-8,33,1,0.136,single_question
clip33-9,33,1,0.136,single_question
clip33-10,33,1,0.194,single_question
clip33-11,33,1,0.339,single_question
clip33-12,33,1,0.036,single_question
clip33-13,33,1,0.18,single_question
clip33-1,33,2,0.214,single_question
clip33-2,33,2,0.136,single_question
clip33-3,33,2,0.136,single_question
clip33-4,33,2,0.036,single_question
clip33-5,33,2,0.136,single_question
clip33-6,33,2,0.036,single_question
clip33-7,33,2,0.136,single_question
clip33-8,33,2,0.136,single_question
clip33-9,33,2,0.136,single_question
clip33-10,33,2,0.036,single_question
clip33-11,33,2,0.036,single_question
clip33-12,33,2,0.036,single_question
clip33-13,33,2,0.036,single_question
clip33-1,33,3,0.136,single_question
clip33-2,33,3,0.303,single_question
clip33-3,33,3,0.136,single_question
clip33-4,33,3,0.136,single_question
clip33-5,33,3,0.136,single_question
clip33-6,33,3,0.136,single_question
clip33-7,33,3,0.136,single_question
clip33-8,33,3,0.214,single_question
clip33-9,33,3,0.136,single_question
clip33-10,33,3,0.136,single_question
clip33-11,33,3,0.036,single_question
clip33-12,33,3,0.036,single_question
clip33-13,33,3,0.036,single_question
clip33-1,33,4,0.036,single_question
clip33-2,33,4,0.136,single_question
clip33-3,33,4,0.036,single_question
clip33-4,33,4,0.036,single_question
clip33-5,33,4,0.225,single_question
clip33-6,33,4,0.036,single_question
clip33-7,33,4,0.225,single_question
clip33-8,33,4,0.036,single_question
clip33-9,33,4,0.136,single_question
clip33-10,33,4,0.036,single_question
clip33-11,33,4,0.036,single_question
clip33-12,33,4,0.136,single_question
clip33-13,33,4,0.036,single_question
clip33-1,33,5,0.036,single_question
clip33-2,33,5,0.136,single_question
clip33-3,33,5,0.136,single_question
clip33-4,33,5,0.136,single_question
clip33-5,33,5,0.136,single_question
clip33-6,33,5,0.136,single_question
clip33-7,33,5,0.136,single_question
clip33-8,33,5,0.136,single_question
clip33-9,33,5,0.214,single_question
clip33-10,33,5,0.036,single_question
clip33-11,33,5,0.036,single_question
clip33-12,33,5,0.036,single_question
clip33-13,33,5,0.136,single_question
clip34-1,34,0,0.354,single_activity
clip34-2,34,0,0.389,single_activity
clip34-3,34,0,0.154,single_activity
clip34-4,34,0,0.136,single_activity
clip34-5,34,0,0.136,single_activity
clip34-6,34,0,0.136,single_activity
clip34-7,34,0,0.328,single_activity
clip34-8,34,0,0.377,single_activity
clip34-9,34,0,0.132,single_activity
clip34-10,34,0,0.036,single_activity
clip34-11,34,0,0.136,single_activity
clip34-12,34,0,0.29,single_activity
clip34-13,34,0,0.391,single_activity
clip34-14,34,0,0.392,single_activity
clip34-15,34,0,0.036,single_activity
clip34-16,34,0,0.14,single_activity
clip34-17,34,0,0.136,single_activity
clip34-18,34,0,0.136,single_activity
clip34-1,34,1,0.225,single_activity
clip34-2,34,1,0.136,single_activity
clip34-3,34,1,0.036,single_activity
clip34-4,34,1,0.295,single_activity
clip34-5,34,1,0.198,single_activity
clip34-6,34,1,0.263,single_activity
clip34-7,34,1,0.136,single_activity
clip34-8,34,1,0.303,single_activity
clip34-9,34,1,0.036,single_activity
clip34-10,34,1,0.198,single_activity
clip34-11,34,1,0.274,single_activity
clip34-12,34,1,0.036,single_activity
clip34-13,34,1,0.036,single_activity
clip34-14,34,1,0.126,single_activity
clip34-15,34,1,0.166,single_activity
clip34-16,34,1,0.036,single_activity
clip34-17,34,1,0.311,single_activity
clip34-18,34,1,0.451,single_activity
clip34-1,34,2,0.136,single_activity
clip34-2,34,2,0.136,single_activity
clip34-3,34,2,0.036,single_activity
clip34-4,34,2,0.136,single_activity
clip34-5,34,2,0.036,single_activity
clip34-6,34,2,0.036,single_activity
clip34-7,34,2,0.136,single_activity
clip34-8,34,2,0.126,single_activity
clip34-9,34,2,0.036,single_activity
clip34-10,34,2,0.136,single_activity
clip34-11,34,2,0.136,single_activity
clip34-12,34,2,0.136,single_activity
clip34-13,34,2,0.136,single_activity
clip34-14,34,2,0.136,single_activity
clip34-15,34,2,0.136,single_activity
clip34-16,34,2,0.036,single_activity
clip34-17,34,2,0.036,single_activity
clip34-18,34,2,0.036,single_activity
clip34-1,34,3,0.136,single_activity
clip34-2,34,3,0.136,single_activity
clip34-3,34,3,0.036,single_activity
clip34-4,34,3,0.036,single_activity
clip34-5,34,3,0.036,single_activity
clip34-6,34,3,0.136,single_activity
clip34-7,34,3,0.136,single_activity
clip34-8,34,3,0.136,single_activity
clip34-9,34,3,0.036,single_activity
clip34-10,34,3,0.136,single_activity
clip34-11,34,3,0.036,single_activity
clip34-12,34,3,0.036,single_activity
clip34-13,34,3,0.136,single_activity
clip34-14,34,3,0.175,single_activity
clip34-15,34,3,0.136,single_activity
clip34-16,34,3,0.036,single_activity
clip34-17,34,3,0.136,single_activity
clip34-18,34,3,0.136,single_activity
clip34-1,34,4,0.175,single_activity
clip34-2,34,4,0.136,single_activity
clip34-3,34,4,0.036,single_activity
clip34-4,34,4,0.225,single_activity
clip34-5,34,4,0.036,single_activity
clip34-6,34,4,0.136,single_activity
clip34-7,34,4,0.136,single_activity
clip34-8,34,4,0.136,single_activity
clip34-9,34,4,0.036,single_activity
clip34-10,34,4,0.136,single_activity
clip34-11,34,4,0.136,single_activity
clip34-12,34,4,0.136,single_activity
clip34-13,34,4,0.136,single_activity
clip34-14,34,4,0.136,single_activity
clip34-15,34,4,0.036,single_activity
clip34-16,34,4,0.036,single_activity
clip34-17,34,4,0.036,single_activity
clip34-18,34,4,0.036,single_activity
clip34-1,34,5,0.136,single_activity
clip34-2,34,5,0.136,single_activity
clip34-3,34,5,0.036,single_activity
clip34-4,34,5,0.036,single_activity
clip34-5,34,5,0.036,single_activity
clip34-6,34,5,0.036,single_activity
clip34-7,34,5,0.036,single_activity
clip34-8,34,5,0.136,single_activity
clip34-9,34,5,0.036,single_activity
clip34-10,34,5,0.136,single_activity
clip34-11,34,5,0.136,single_activity
clip34-12,34,5,0.036,single_activity
clip34-13,34,5,0.136,single_activity
clip34-14,34,5,0.225,single_activity
clip34-15,34,5,0.136,single_activity
clip34-16,34,5,0.036,single_activity
clip34-17,34,5,0.136,single_activity
clip34-18,34,5,0.036,single_activity
clip35-1,35,0,0.446,all_question
clip35-2,35,0,0.417,all_question
clip35-3,35,0,0.415,all_question
clip35-4,35,0,0.177,all_question
clip35-5,35,0,0.136,all_question
clip35-6,35,0,0.136,all_question
clip35-7,35,0,0.136,all_question
clip35-8,35,0,0.413,all_question
clip35-9,35,0,0.27,all_question
clip35-10,35,0,0.445,all_question
clip35-11,35,0,0.126,all_question
clip35-12,35,0,0.036,all_question
clip35-13,35,0,0.036,all_question
clip35-1,35,1,0.303,all_question
clip35-2,35,1,0.136,all_question
clip35-3,35,1,0.115,all_question
clip35-4,35,1,0.036,all_question
clip35-5,35,1,0.38,all_question
clip35-6,35,1,0.171,all_question
clip35-7,35,1,0.154,all_question
clip35-8,35,1,0.036,all_question
clip35-9,35,1,0.036,all_question
clip35-10,35,1,0.214,all_question
clip35-11,35,1,0.319,all_question
clip35-12,35,1,0.266,all_question
clip35-13,35,1,0.184,all_question
clip35-1,35,2,0.225,all_question
clip35-2,35,2,0.136,all_question
clip35-3,35,2,0.136,all_question
clip35-4,35,2,0.036,all_question
clip35-5,35,2,0.136,all_question
clip35-6,35,2,0.136,all_question
clip35-7,35,2,0.036,all_question
clip35-8,35,2,0.136,all_question
clip35-9,35,2,0.036,all_question
clip35-10,35,2,0.136,all_question
clip35-11,35,2,0.136,all_question
clip35-12,35,2,0.136,all_question
clip35-13,35,2,0.136,all_question
clip35-1,35,3,0.136,all_question
clip35-2,35,3,0.136,all_question
clip35-3,35,3,0.136,all_question
clip35-4,35,3,0.036,all_question
clip35-5,35,3,0.036,all_question
clip35-6,35,3,0.036,all_question
clip35-7,35,3,0.036,all_question
clip35-8,35,3,0.136,all_question
clip35-9,35,3,0.036,all_question
clip35-10,35,3,0.136,all_question
clip35-11,35,3,0.136,all_question
clip35-12,35,3,0.136,all_question
clip35-13,35,3,0.136,all_question
clip35-1,35,4,0.303,all_question
clip35-2,35,4,0.136,all_question
clip35-3,35,4,0.136,all_question
clip35-4,35,4,0.036,all_question
clip35-5,35,4,0.136,all_question
clip35-6,35,4,0.136,all_question
clip35-7,35,4,0.136,all_question
clip35-8,35,4,0.136,all_question
clip35-9,35,4,0.136,all_question
clip35-10,35,4,0.225,all_question
clip35-11,35,4,0.036,all_question
clip35-12,35,4,0.036,all_question
clip35-13,35,4,0.036,all_question
clip35-1,35,5,0.136,all_question
clip35-2,35,5,0.136,all_question
clip35-3,35,5,0.136,all_question
clip35-4,35,5,0.036,all_question
clip35-5,35,5,0.136,all_question
clip35-6,35,5,0.036,all_question
clip35-7,35,5,0.036,all_question
clip35-8,35,5,0.036,all_question
clip35-9,35,5,0.036,all_question
clip35-10,35,5,0.036,all_question
clip35-11,35,5,0.136,all_question
clip35-12,35,5,0.075,all_question
clip35-13,35,5,0.036,all_question
clip36-1,36,0,0.325,none
clip36-2,36,0,0.426,none
clip36-3,36,0,0.165,none
clip36-1,36,1,0.214,none
clip36-2,36,1,0.136,none
clip36-3,36,1,0.136,none
clip36-1,36,2,0.136,none
clip36-2,36,2,0.136,none
clip36-3,36,2,0.136,none
clip36-1,36,3,0.136,none
clip36-2,36,3,0.136,none
clip36-3,36,3,0.036,none
clip36-1,36,4,0.136,none
clip36-2,36,4,0.264,none
clip36-3,36,4,0.075,none
clip36-1,36,5,0.136,none
clip36-2,36,5,0.175,none
clip36-3,36,5,0.036,none
clip37-1,37,0,0.438,single_question
clip37-2,37,0,0.036,single_question
clip37-3,37,0,0.184,single_question
clip37-1,37,1,0.225,single_question
clip37-2,37,1,0.264,single_question
clip37-3,37,1,0.036,single_question
clip37-1,37,2,0.214,single_question
clip37-2,37,2,0.036,single_question
clip37-3,37,2,0.036,single_question
clip37-1,37,3,0.136,single_question
clip37-2,37,3,0.036,single_question
clip37-3,37,3,0.036,single_question
clip37-1,37,4,0.175,single_question
clip37-2,37,4,0.136,single_question
clip37-3,37,4,0.036,single_question
clip37-1,37,5,0.175,single_question
clip37-2,37,5,0.036,single_question
clip37-3,37,5,0.036,single_question
clip38-1,38,0,0.307,all_question
clip38-2,38,0,0.136,all_question
clip38-3,38,0,0.328,all_question
clip38-4,38,0,0.192,all_question
clip38-5,38,0,0.178,all_question
clip38-6,38,0,0.364,all_question
clip38-7,38,0,0.429,all_question
clip38-1,38,1,0.136,all_question
clip38-2,38,1,0.225,all_question
clip38-3,38,1,0.204,all_question
clip38-4,38,1,0.036,all_question
clip38-5,38,1,0.036,all_question
clip38-6,38,1,0.214,all_question
clip38-7,38,1,0.214,all_question
clip38-1,38,2,0.136,all_question
clip38-2,38,2,0.185,all_question
clip38-3,38,2,0.136,all_question
clip38-4,38,2,0.036,all_question
clip38-5,38,2,0.036,all_question
clip38-6,38,2,0.136,all_question
clip38-7,38,2,0.036,all_question
clip38-1,38,3,0.036,all_question
clip38-2,38,3,0.126,all_question
clip38-3,38,3,0.075,all_question
clip38-4,38,3,0.036,all_question
clip38-5,38,3,0.036,all_question
clip38-6,38,3,0.136,all_question
clip38-7,38,3,0.036,all_question
clip38-1,38,4,0.036,all_question
clip38-2,38,4,0.136,all_question
clip38-3,38,4,0.136,all_question
clip38-4,38,4,0.136,all_question
clip38-5,38,4,0.036,all_question
clip38-6,38,4,0.136,all_question
clip38-7,38,4,0.175,all_question
clip38-1,38,5,0.075,all_question
clip38-2,38,5,0.175,all_question
clip38-3,38,5,0.136,all_question
clip38-4,38,5,0.136,all_question
clip38-5,38,5,0.036,all_question
clip38-6,38,5,0.175,all_question
clip38-7,38,5,0.136,all_question
clip39-1,39,0,0.425,single_activity
clip39-2,39,0,0.464,single_activity
clip39-3,39,0,0.183,single_activity
clip39-4,39,0,0.136,single_activity
clip39-5,39,0,0.136,single_activity
clip39-6,39,0,0.036,single_activity
clip39-7,39,0,0.175,single_activity
clip39-8,39,0,0.557,single_activity
clip39-9,39,0,0.036,single_activity
clip39-10,39,0,0.335,single_activity
clip39-11,39,0,0.214,single_activity
clip39-12,39,0,0.518,single_activity
clip39-13,39,0,0.175,single_activity
clip39-14,39,0,0.036,single_activity
clip39-15,39,0,0.036,single_activity
clip39-16,39,0,0.423,single_activity
clip39-1,39,1,0.214,single_activity
clip39-2,39,1,0.303,single_activity
clip39-3,39,1,0.036,single_activity
clip39-4,39,1,0.374,single_activity
clip39-5,39,1,0.175,single_activity
clip39-6,39,1,0.138,single_activity
clip39-7,39,1,0.036,single_activity
clip39-8,39,1,0.214,single_activity
clip39-9,39,1,0.188,single_activity
clip39-10,39,1,0.136,single_activity
clip39-11,39,1,0.305,single_activity
clip39-12,39,1,0.136,single_activity
clip39-13,39,1,0.396,single_activity
clip39-14,39,1,0.188,single_activity
clip39-15,39,1,0.161,single_activity
clip39-16,39,1,0.136,single_activity
clip39-1,39,2,0.136,single_activity
clip39-2,39,2,0.136,single_activity
clip39-3,39,2,0.036,single_activity
clip39-4,39,2,0.136,single_activity
clip39-5,39,2,0.136,single_activity
clip39-6,39,2,0.036,single_activity
clip39-7,39,2,0.136,single_activity
clip39-8,39,2,0.136,single_activity
clip39-9,39,2,0.036,single_activity
clip39-10,39,2,0.136,single_activity
clip39-11,39,2,0.136,single_activity
clip39-12,39,2,0.136,single_activity
clip39-13,39,2,0.036,single_activity
clip39-14,39,2,0.036,single_activity
clip39-15,39,2,0.036,single_activity
clip39-16,39,2,0.136,single_activity
clip39-1,39,3,0.136,single_activity
clip39-2,39,3,0.036,single_activity
clip39-3,39,3,0.036,single_activity
clip39-4,39,3,0.036,single_activity
clip39-5,39,3,0.075,single_activity
clip39-6,39,3,0.036,single_activity
clip39-7,39,3,0.036,single_activity
clip39-8,39,3,0.175,single_activity
